kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
3229150,K02150.01,Kepler-1979 b,CONFIRMED,NOT DISPOSITIONED,,,,,,18.50687000,1.90000e-04,-1.90000e-04,131.5740000,5.20000e-03,-5.20000e-03,0.9240,0.10,-0.10,4.9809,,,652,,,2.80,1.10,-1.10,671.0,,,,,,29.20,,,5919.00,124.00,-124.00,4.530,0.300,-0.300,0.9100,0.3700,-0.3700,289.842860,38.309601,15.253
7989422,K02151.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,7.47766200,2.10000e-05,-2.10000e-05,133.4069000,1.80000e-03,-1.80000e-03,0.0290,0.10,-0.10,2.5221,,,127,,,1.49,0.82,-0.82,1119.0,,,,,,34.80,,,6012.00,64.00,-64.00,4.190,0.300,-0.300,1.3500,0.4700,-0.4700,300.225190,43.758179,11.539
9641481,K02152.01,Kepler-1122 b,CONFIRMED,NOT DISPOSITIONED,,,,,,42.19301000,8.50000e-04,-8.50000e-04,155.3043000,7.60000e-03,-7.60000e-03,0.7330,0.10,-0.10,7.3123,,,526,,,2.04,0.49,-0.49,469.0,,,,,,28.50,,,5639.00,92.00,-92.00,4.570,0.300,-0.300,0.8200,0.2000,-0.2000,288.280520,46.340900,15.060
10253547,K02153.01,Kepler-364 c,CONFIRMED,NOT DISPOSITIONED,,,,,,59.98020000,1.30000e-03,-1.30000e-03,176.1516000,7.90000e-03,-7.90000e-03,0.7600,0.10,-0.10,6.7966,,,291,,,2.20,1.00,-1.00,548.0,,,,,,25.70,,,6506.00,97.00,-97.00,4.390,0.300,-0.300,1.1700,0.5500,-0.5500,281.569950,47.398689,13.660
10253547,K02153.02,Kepler-364 b,CONFIRMED,NOT DISPOSITIONED,,,,,,25.74610000,8.70000e-04,-8.70000e-04,135.9380000,1.20000e-02,-1.20000e-02,0.4500,0.17,-0.17,6.9127,,,120,,,1.30,0.62,-0.62,726.0,,,,,,19.60,,,6506.00,97.00,-97.00,4.390,0.300,-0.300,1.1700,0.5500,-0.5500,281.569950,47.398689,13.660
12505076,K02154.01,Kepler-1799 b,CONFIRMED,NOT DISPOSITIONED,,,,,,11.92957000,2.70000e-04,-2.70000e-04,136.6787000,8.70000e-03,-8.70000e-03,0.8230,0.10,-0.10,6.6029,,,713,,,2.60,1.20,-1.20,751.0,,,,,,29.70,,,5796.00,107.00,-107.00,4.550,0.300,-0.300,0.8700,0.4100,-0.4100,288.308690,51.478291,15.844
12116380,K02155.01,Kepler-1123 b,CONFIRMED,NOT DISPOSITIONED,,,,,,4.33946000,4.20000e-05,-4.20000e-05,132.8015000,3.30000e-03,-3.30000e-03,0.1000,0.53,-0.53,2.3145,,,326,,,1.46,0.89,-0.89,988.0,,,,,,31.90,,,5520.00,100.00,-100.00,4.550,0.300,-0.300,0.8200,0.5000,-0.5000,294.517670,50.670399,14.822
2556650,K02156.01,Kepler-1124 b,CONFIRMED,NOT DISPOSITIONED,,,,,,2.85237500,1.40000e-05,-1.40000e-05,132.0415000,1.20000e-03,-1.20000e-03,0.9800,0.67,-0.67,0.8343,,,1624,,,3.30,1.40,-1.40,708.0,,,,,,41.70,,,4003.00,200.00,-200.00,4.750,0.300,-0.300,0.5150,0.0270,-0.0270,286.594270,37.891258,15.959
3327993,K02157.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.11554700,3.30000e-05,-3.30000e-05,134.0992000,4.50000e-03,-4.50000e-03,0.3300,0.19,-0.19,3.9907,,,346,,,1.65,0.60,-0.60,1351.0,,,,,,28.50,,,5841.00,131.00,-131.00,4.540,0.300,-0.300,0.8800,0.3200,-0.3200,287.180050,38.414131,15.897
5211199,K02158.01,Kepler-1800 b,CONFIRMED,NOT DISPOSITIONED,,,,,,4.56214300,6.30000e-05,-6.30000e-05,132.6318000,4.70000e-03,-4.70000e-03,0.7500,0.22,-0.22,2.7098,,,87,,,1.59,0.25,-0.25,1301.0,,,,,,25.30,,,5404.00,73.00,-73.00,4.020,0.300,-0.300,1.5500,0.1700,-0.1700,297.651430,40.352551,13.052
6383785,K00239.01,Kepler-501 b,CONFIRMED,CANDIDATE,,,,,,5.64066200,1.40000e-05,-1.40000e-05,138.5570700,8.70000e-04,-8.70000e-04,0.7600,0.10,-0.10,2.9389,,,1287,,,4.00,2.00,-2.00,1094.0,,,,,,144.80,,,6215.00,116.00,-116.00,4.470,0.300,-0.300,1.0200,0.5000,-0.5000,297.201540,41.730209,14.762
8804455,K02159.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,7.59676900,9.60000e-05,-9.60000e-05,131.9504000,4.70000e-03,-4.70000e-03,0.6600,0.30,-0.30,3.3700,,,129,,,1.07,0.42,-0.42,886.0,,,,,,29.80,,,5853.00,68.00,-68.00,4.540,0.300,-0.300,0.8800,0.3400,-0.3400,285.138310,45.004539,13.482
8804455,K02159.02,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,2.39265800,2.20000e-05,-2.20000e-05,133.7824000,2.60000e-03,-2.60000e-03,0.8900,0.13,-0.13,1.4365,,,89,,,0.99,0.39,-0.39,1298.0,,,,,,25.60,,,5853.00,68.00,-68.00,4.540,0.300,-0.300,0.8800,0.3400,-0.3400,285.138310,45.004539,13.482
5546761,K02160.01,Kepler-1125 b,CONFIRMED,NOT DISPOSITIONED,,,,,,17.67089000,3.20000e-04,-3.20000e-04,131.5823000,6.80000e-03,-6.80000e-03,0.5100,0.16,-0.16,6.2978,,,397,,,1.78,0.39,-0.39,659.0,,,,,,29.00,,,5810.00,80.00,-80.00,4.550,0.300,-0.300,0.8700,0.1900,-0.1900,295.481230,40.731979,14.874
8099138,K02338.01,Kepler-1196 b,CONFIRMED,NOT DISPOSITIONED,,,,,,66.18320000,1.60000e-03,-1.60000e-03,141.6314000,8.60000e-03,-8.60000e-03,0.6000,0.98,-0.98,5.3353,,,458,,,2.00,1.20,-1.20,437.0,,,,,,19.20,,,5900.00,99.00,,4.530,0.300,-0.300,0.9000,0.4600,-0.4600,292.369570,43.910809,14.862
7033233,K02339.01,Kepler-1197 b,CONFIRMED,NOT DISPOSITIONED,,,,,,2.03231700,2.10000e-05,-2.10000e-05,132.6430000,2.40000e-03,-2.40000e-03,0.7800,0.67,-0.67,1.1327,,,257,,,1.13,0.30,-0.30,998.0,,,,,,28.60,,,4661.00,73.00,-73.00,4.650,0.300,-0.300,0.6360,0.0180,-0.0180,291.669280,42.590710,15.130
7033233,K02339.02,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,65.18700000,2.30000e-03,-2.30000e-03,177.6210000,1.20000e-02,-1.20000e-02,0.2200,0.80,-0.80,5.4418,,,404,,,1.23,0.37,-0.37,312.0,,,,,,4.30,,,4661.00,73.00,-73.00,4.650,0.300,-0.300,0.6360,0.0180,-0.0180,291.669280,42.590710,15.130
8681734,K02340.01,Kepler-1198 b,CONFIRMED,NOT DISPOSITIONED,,,,,,7.68493000,1.10000e-04,-1.10000e-04,137.6361000,5.20000e-03,-5.20000e-03,0.8600,0.61,-0.61,2.5052,,,258,,,1.80,1.30,-1.30,906.0,,,,,,24.80,,,5620.00,108.00,-108.00,4.400,0.300,-0.300,0.9700,0.6200,-0.6200,288.834010,44.838249,14.776
10232693,K02341.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,0.99051850,5.30000e-06,-5.30000e-06,131.8386500,9.70000e-04,-9.70000e-04,0.0200,0.37,-0.37,1.5685,,,159,,,2.98,0.38,-0.38,2712.0,,,,,,35.80,,,5717.00,200.00,-200.00,3.770,0.300,-0.300,2.4300,0.3000,-0.3000,299.849090,47.202560,13.405
9390653,K00249.01,Kepler-504 b,CONFIRMED,CANDIDATE,,,,,,9.54927300,1.70000e-05,-1.70000e-05,175.7567500,6.10000e-04,-6.10000e-04,0.0309,0.10,-0.10,1.6052,,,1666,,,1.94,0.09,-0.09,445.0,,,,,,133.30,,,3804.00,200.00,-200.00,4.760,0.300,-0.300,0.4930,0.0230,-0.0230,284.921840,45.972401,14.486
10212441,K02342.01,Kepler-1199 b,CONFIRMED,NOT DISPOSITIONED,,,,,,15.04463000,2.90000e-04,-2.90000e-04,133.2096000,7.10000e-03,-7.10000e-03,0.8800,0.10,-0.10,6.0487,,,104,,,1.44,0.72,-0.72,858.0,,,,,,25.50,,,6170.00,78.00,-78.00,4.300,0.300,-0.300,1.2200,0.6100,-0.6100,293.725860,47.247040,13.037
6119141,K02343.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,29.07308000,3.50000e-04,-3.50000e-04,136.9677000,4.70000e-03,-4.70000e-03,0.9100,0.38,-0.38,2.6874,,,447,,,2.70,1.40,-1.40,618.0,,,,,,23.50,,,5779.00,93.00,-93.00,4.360,0.300,-0.300,1.0600,0.4700,-0.4700,290.375120,41.433750,14.409
8247771,K02344.01,Kepler-1200 b,CONFIRMED,NOT DISPOSITIONED,,,,,,1.11855700,1.40000e-05,-1.40000e-05,132.8455000,2.30000e-03,-2.30000e-03,0.7200,0.34,-0.34,1.6871,,,251,,,1.01,0.12,-0.12,1123.0,,,,,,25.20,,,4450.00,61.00,-61.00,4.690,0.300,-0.300,0.5890,0.0120,-0.0120,296.603420,44.129261,15.793
5629538,K02345.01,Kepler-1201 b,CONFIRMED,NOT DISPOSITIONED,,,,,,15.18701000,2.70000e-04,-2.70000e-04,134.0584000,6.40000e-03,-6.40000e-03,0.7600,0.26,-0.26,4.2445,,,262,,,1.91,0.95,-0.95,805.0,,,,,,19.20,,,6166.00,113.00,-113.00,4.410,0.300,-0.300,1.0800,0.5300,-0.5300,294.614810,40.833172,14.724
8561231,K02346.01,Kepler-1202 b,CONFIRMED,NOT DISPOSITIONED,,,,,,28.68549000,5.60000e-04,-5.60000e-04,159.8761000,6.60000e-03,-6.60000e-03,0.7700,0.23,-0.23,5.5383,,,732,,,2.52,0.71,-0.71,547.0,,,,,,23.10,,,5723.00,88.00,-88.00,4.560,0.300,-0.300,0.8500,0.2300,-0.2300,292.290620,44.653252,15.658
8235924,K02347.01,Kepler-1203 b,CONFIRMED,NOT DISPOSITIONED,,,,,,0.58799330,4.60000e-06,-4.60000e-06,132.0608600,6.60000e-04,-6.60000e-04,0.7900,0.20,-0.20,1.2577,,,295,,,1.01,0.07,-0.07,1262.0,,,,,,54.60,,,4115.00,63.00,-63.00,4.730,0.300,-0.300,0.5320,0.0098,-0.0098,292.773380,44.178131,14.934
6941084,K02348.01,Kepler-1204 b,CONFIRMED,NOT DISPOSITIONED,,,,,,85.74280000,2.50000e-03,-2.50000e-03,170.9650000,1.00000e-02,-1.00000e-02,0.7970,0.10,-0.10,8.7782,,,662,,,3.00,1.40,-1.40,445.0,,,,,,24.60,,,6065.00,125.00,-125.00,4.400,0.300,-0.300,1.0700,0.4700,-0.4700,289.441500,42.498131,15.301
7967861,K02349.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,215.14500000,1.30000e-02,-1.30000e-02,171.9420000,3.80000e-02,-3.80000e-02,0.8600,0.76,-0.76,11.7248,,,195,,,1.49,0.77,-0.77,299.0,,,,,,5.60,,,5953.00,91.00,-91.00,4.520,0.300,-0.300,0.9200,0.3200,-0.3200,294.532140,43.754410,15.075
3326377,K01830.01,Kepler-967 b,CONFIRMED,NOT DISPOSITIONED,,,,,,13.22712300,3.10000e-05,-3.10000e-05,142.2027000,1.50000e-03,-1.50000e-03,0.5400,0.40,-0.40,3.3218,,,876,,,2.42,0.79,-0.79,649.0,,,,,,64.40,,,5203.00,73.00,-73.00,4.520,0.300,-0.300,0.8000,0.2500,-0.2500,286.558070,38.405369,14.443
11601584,K01831.01,Kepler-324 c,CONFIRMED,NOT DISPOSITIONED,,,,,,51.80403000,5.40000e-04,-5.40000e-04,183.0078000,3.60000e-03,-3.60000e-03,0.4300,0.23,-0.23,6.2109,,,1092,,,2.50,2.30,-2.30,400.0,,,,,,62.30,,,5319.00,84.00,-84.00,4.620,0.300,-0.300,0.7500,0.6800,-0.6800,286.471470,49.649021,14.122
11601584,K01831.02,Kepler-324 b,CONFIRMED,NOT DISPOSITIONED,,,,,,4.38531600,5.80000e-05,-5.80000e-05,139.2264000,4.10000e-03,-4.10000e-03,0.4900,0.21,-0.21,2.5868,,,187,,,1.04,0.95,-0.95,909.0,,,,,,28.30,,,5319.00,84.00,-84.00,4.620,0.300,-0.300,0.7500,0.6800,-0.6800,286.471470,49.649021,14.122
11601584,K01831.03,Kepler-324 d,CONFIRMED,NOT DISPOSITIONED,,,,,,34.20690000,8.70000e-04,-8.70000e-04,148.8019000,8.60000e-03,-8.60000e-03,0.4600,0.23,-0.23,5.2410,,,308,,,1.30,1.20,-1.20,459.0,,,,,,14.80,,,5319.00,84.00,-84.00,4.620,0.300,-0.300,0.7500,0.6800,-0.6800,286.471470,49.649021,14.122
11601584,K01831.04,Kepler-324 e,CONFIRMED,NOT DISPOSITIONED,,,,,,13.97925000,1.70000e-04,-1.70000e-04,142.3417000,4.20000e-03,-4.20000e-03,0.9680,0.10,-0.10,1.3980,,,297,,,1.80,1.60,-1.60,618.0,,,,,,21.00,,,5319.00,84.00,-84.00,4.620,0.300,-0.300,0.7500,0.6800,-0.6800,286.471470,49.649021,14.122
11709244,K01832.01,Kepler-325 b,CONFIRMED,NOT DISPOSITIONED,,,,,,4.54447500,1.70000e-05,-1.70000e-05,134.8982000,1.30000e-03,-1.30000e-03,0.2500,0.13,-0.13,1.7918,,,914,,,3.00,1.20,-1.20,1109.0,,,,,,67.00,,,5746.00,102.00,-102.00,4.400,0.300,-0.300,1.0000,0.3600,-0.3600,289.835420,49.825630,15.009
11709244,K01832.02,Kepler-325 c,CONFIRMED,NOT DISPOSITIONED,,,,,,12.76212000,1.20000e-04,-1.20000e-04,143.7295000,3.70000e-03,-3.70000e-03,0.7100,0.68,-0.68,1.8670,,,586,,,2.60,1.00,-1.00,784.0,,,,,,30.70,,,5746.00,102.00,-102.00,4.400,0.300,-0.300,1.0000,0.3600,-0.3600,289.835420,49.825630,15.009
11709244,K01832.03,Kepler-325 d,CONFIRMED,NOT DISPOSITIONED,,,,,,38.71585000,4.60000e-04,-4.60000e-04,134.0265000,4.60000e-03,-4.60000e-03,0.4200,0.11,-0.11,3.4318,,,793,,,2.80,1.10,-1.10,542.0,,,,,,28.90,,,5746.00,102.00,-102.00,4.400,0.300,-0.300,1.0000,0.3600,-0.3600,289.835420,49.825630,15.009
11853878,K01833.01,Kepler-968 b,CONFIRMED,NOT DISPOSITIONED,,,,,,3.69298800,1.40000e-05,-1.40000e-05,132.7349000,1.10000e-03,-1.10000e-03,0.2300,0.39,-0.39,1.7482,,,756,,,1.62,0.23,-0.23,767.0,,,,,,76.40,,,4495.00,59.00,-59.00,4.680,0.300,-0.300,0.5990,0.0130,-0.0130,285.602540,50.112041,14.265
10723750,K00209.02,Kepler-117 b,CONFIRMED,CANDIDATE,,,,,,18.79590900,4.00000e-05,-4.00000e-05,145.8208500,7.80000e-04,-7.80000e-04,0.5125,0.10,-0.10,7.2427,,,2403,,,5.74,0.27,-0.27,792.0,,,,,,324.60,,,6438.00,104.00,-104.00,4.400,0.300,-0.300,1.1350,0.0530,-0.0530,288.793030,48.040230,14.274
5802478,K01834.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.79186420,6.30000e-06,-6.30000e-06,134.1361000,1.10000e-03,-1.10000e-03,0.3200,0.76,-0.76,2.4767,,,718,,,2.70,1.30,-1.30,1252.0,,,,,,80.90,,,6214.00,102.00,-102.00,4.460,0.300,-0.300,1.0200,0.3200,-0.3200,295.158020,41.047871,14.394
9471268,K01835.01,Kepler-326 c,CONFIRMED,NOT DISPOSITIONED,,,,,,4.58033900,2.30000e-05,-2.30000e-05,134.0756000,1.70000e-03,-1.70000e-03,0.6710,0.10,-0.10,2.1701,,,316,,,3.38,0.47,-0.47,1325.0,,,,,,59.00,,,5110.00,83.00,-83.00,3.890,0.300,-0.300,1.8000,0.2400,-0.2400,294.325530,46.002251,13.693
9471268,K01835.02,Kepler-326 b,CONFIRMED,NOT DISPOSITIONED,,,,,,2.24830770,9.80000e-06,-9.80000e-06,133.4224000,1.30000e-03,-1.30000e-03,0.4400,0.12,-0.12,2.0484,,,263,,,2.92,0.40,-0.40,1664.0,,,,,,67.80,,,5110.00,83.00,-83.00,3.890,0.300,-0.300,1.8000,0.2400,-0.2400,294.325530,46.002251,13.693
9471268,K01835.03,Kepler-326 d,CONFIRMED,NOT DISPOSITIONED,,,,,,6.76691200,4.70000e-05,-4.70000e-05,136.6150000,2.50000e-03,-2.50000e-03,0.8680,0.10,-0.10,1.7150,,,248,,,3.35,0.47,-0.47,1159.0,,,,,,36.30,,,5110.00,83.00,-83.00,3.890,0.300,-0.300,1.8000,0.2400,-0.2400,294.325530,46.002251,13.693
2021440,K01987.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,7.81138500,3.50000e-05,-3.50000e-05,136.3334000,3.20000e-03,-3.20000e-03,0.4500,0.77,-0.77,3.8466,,,844,,,2.10,1.10,-1.10,716.0,,,,,,37.20,,,5166.00,75.00,-75.00,4.640,0.300,-0.300,0.7100,0.1900,-0.1900,292.968440,37.488689,15.611
9044228,K01988.01,Kepler-1039 b,CONFIRMED,NOT DISPOSITIONED,,,,,,0.93489180,4.60000e-06,-4.60000e-06,131.5786500,7.20000e-04,-7.20000e-04,0.6600,0.11,-0.11,1.4563,,,266,,,1.10,1.80,-1.80,1305.0,,,,,,69.80,,,4674.00,74.00,-74.00,4.650,0.300,-0.300,0.6000,1.0000,-1.0000,298.326600,45.315510,14.145
10779233,K01989.01,Kepler-1040 b,CONFIRMED,NOT DISPOSITIONED,,,,,,201.12320000,2.80000e-03,-2.80000e-03,187.5624000,5.10000e-03,-5.10000e-03,0.7700,0.10,-0.10,10.5584,,,591,,,3.05,0.94,-0.94,337.0,,,,,,35.20,,,5793.00,74.00,-74.00,4.290,0.300,-0.300,1.1400,0.3500,-0.3500,283.113770,48.131390,13.328
11614617,K01990.01,Kepler-1041 b,CONFIRMED,NOT DISPOSITIONED,,,,,,24.75724000,3.90000e-04,-3.90000e-04,142.0742000,6.00000e-03,-6.00000e-03,0.8610,0.10,-0.10,7.0152,,,460,,,2.39,0.96,-0.96,642.0,,,,,,42.70,,,6103.00,85.00,-85.00,4.490,0.300,-0.300,0.9700,0.3900,-0.3900,293.881770,49.683151,14.490
5306720,K01991.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,27.36431000,3.60000e-04,-3.60000e-04,143.4641000,6.00000e-03,-6.00000e-03,1.4100,0.96,-0.96,3.7109,,,1727,,,41.00,24.00,-24.00,563.0,,,,,,50.40,,,5941.00,200.00,-200.00,4.620,0.300,-0.300,0.8300,0.3000,-0.3000,299.184910,40.484371,15.244
11450414,K01992.01,Kepler-347 b,CONFIRMED,NOT DISPOSITIONED,,,,,,12.79838000,1.30000e-04,-1.30000e-04,133.6464000,4.70000e-03,-4.70000e-03,0.0100,0.41,-0.41,6.1053,,,308,,,1.69,0.92,-0.92,794.0,,,,,,39.80,,,6064.00,102.00,-102.00,4.500,0.300,-0.300,0.9600,0.5200,-0.5200,289.199580,49.305721,14.513
9042357,K01993.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,16.00357500,5.90000e-05,-5.90000e-05,146.3815000,2.60000e-03,-2.60000e-03,0.0290,0.10,-0.10,2.9478,,,652,,,1.90,1.50,-1.50,607.0,,,,,,36.50,,,5367.00,74.00,-74.00,4.590,0.300,-0.300,0.7800,0.5400,-0.5400,297.918640,45.347061,14.733
3328026,K01994.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.11539800,1.40000e-05,-1.40000e-05,134.1244000,4.40000e-03,-4.40000e-03,0.0300,0.19,-0.19,4.0925,,,422,,,1.80,1.40,-1.40,1369.0,,,,,,28.90,,,5836.00,114.00,-114.00,4.510,0.300,-0.300,0.9100,0.5500,-0.5500,287.189610,38.431660,15.147
5547480,K00224.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,3.97986680,4.50000e-06,-4.50000e-06,132.0698000,7.30000e-04,-7.30000e-04,1.0000,0.36,-0.36,1.8055,,,1249,,,6.70,3.70,-3.70,1149.0,,,,,,99.00,,,6005.00,116.00,-116.00,4.510,0.300,-0.300,0.9400,0.4100,-0.4100,295.640200,40.794842,14.782
5942093,K01995.01,,CANDIDATE,CANDIDATE,,,,,,14.38726600,3.30000e-05,-3.30000e-05,131.8498000,1.80000e-03,-1.80000e-03,1.0000,0.74,-0.74,1.8529,,,2005,,,8.50,4.70,-4.70,706.0,,,,,,54.70,,,5587.00,200.00,-200.00,4.490,0.300,-0.300,0.9600,0.3000,-0.3000,284.874540,41.203651,15.264
4736569,K01996.01,Kepler-1042 b,CONFIRMED,NOT DISPOSITIONED,,,,,,10.13195000,1.30000e-04,-1.30000e-04,132.9127000,5.80000e-03,-5.80000e-03,0.0300,0.60,-0.60,3.1799,,,918,,,2.41,0.95,-0.95,634.0,,,,,,42.60,,,4619.00,200.00,-200.00,4.510,0.300,-0.300,0.8200,0.3000,-0.3000,288.668910,39.824009,15.629
10384798,K01997.01,Kepler-1043 b,CONFIRMED,NOT DISPOSITIONED,,,,,,38.50519000,6.20000e-04,-6.20000e-04,158.3049000,6.20000e-03,-6.20000e-03,0.5300,0.74,-0.74,5.7237,,,679,,,2.50,1.10,-1.10,542.0,,,,,,39.50,,,6017.00,86.00,-86.00,4.510,0.300,-0.300,0.9400,0.4000,-0.4000,281.662990,47.568581,14.777
9834040,K01998.01,Kepler-1044 b,CONFIRMED,NOT DISPOSITIONED,,,,,,6.77395800,6.10000e-05,-6.10000e-05,135.9607000,3.30000e-03,-3.30000e-03,0.9460,0.10,-0.10,3.2230,,,546,,,3.00,1.20,-1.20,1028.0,,,,,,37.80,,,6210.00,126.00,-126.00,4.470,0.300,-0.300,1.0100,0.4000,-0.4000,293.144470,46.666241,15.368
10616415,K01999.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.12064140,2.60000e-06,-2.60000e-06,131.5923000,1.50000e-03,-1.50000e-03,1.0600,0.80,-0.80,2.0874,,,248,,,30.00,19.00,-19.00,2678.0,,,,,,43.70,,,4921.00,95.00,-95.00,3.450,0.300,-0.300,3.2000,1.1000,-1.1000,297.613980,47.811401,13.695
5546761,K02160.02,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,15.40877000,4.40000e-04,-4.40000e-04,139.4830000,1.00000e-02,-1.00000e-02,0.8770,0.10,-0.10,3.4859,,,191,,,1.41,0.33,-0.33,691.0,,,,,,4.90,,,5810.00,80.00,-80.00,4.550,0.300,-0.300,0.8700,0.1900,-0.1900,295.481230,40.731979,14.874
5467124,K02161.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,2.84573930,7.40000e-06,-7.40000e-06,134.2724000,1.80000e-03,-1.80000e-03,0.0280,0.10,-0.10,7.0532,,,224,,,1.28,0.45,-0.45,1222.0,,,,,,102.90,,,5835.00,82.00,-82.00,4.540,0.300,-0.300,0.8800,0.2100,-0.2100,296.677610,40.653690,13.591
9205938,K02162.01,Kepler-1126 b,CONFIRMED,NOT DISPOSITIONED,,,,,,108.59300000,1.00000e-03,-1.00000e-03,173.7518000,6.70000e-03,-6.70000e-03,0.4400,0.59,-0.59,8.0975,,,361,,,1.89,0.72,-0.72,398.0,,,,,,28.10,,,6142.00,76.00,-76.00,4.480,0.300,-0.300,0.9900,0.3600,-0.3600,285.691990,45.689388,14.033
11358389,K02163.01,Kepler-365 b,CONFIRMED,NOT DISPOSITIONED,,,,,,10.66482900,8.90000e-05,-8.90000e-05,132.0127000,4.00000e-03,-4.00000e-03,0.8200,0.25,-0.25,3.0863,,,298,,,1.95,0.82,-0.82,862.0,,,,,,27.40,,,5980.00,121.00,-121.00,4.430,0.300,-0.300,1.0100,0.4200,-0.4200,295.626590,49.130428,14.651
7204981,K02164.01,Kepler-1127 b,CONFIRMED,NOT DISPOSITIONED,,,,,,5.12333800,7.20000e-05,-7.20000e-05,132.0842000,4.90000e-03,-4.90000e-03,0.2000,0.41,-0.41,2.7419,,,271,,,1.33,0.29,-0.29,927.0,,,,,,26.60,,,5545.00,74.00,-74.00,4.590,0.300,-0.300,0.8100,0.1700,-0.1700,293.217380,42.720711,15.162
7906739,K02165.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,7.01475100,3.60000e-05,-3.60000e-05,136.8820000,3.40000e-03,-3.40000e-03,0.0200,0.15,-0.15,3.9404,,,127,,,1.02,0.71,-0.71,944.0,,,,,,32.00,,,5952.00,80.00,-80.00,4.510,0.300,-0.300,0.9300,0.4800,-0.4800,296.801700,43.654259,13.601
4370527,K02166.01,Kepler-1128 b,CONFIRMED,NOT DISPOSITIONED,,,,,,61.61929000,9.40000e-04,-9.40000e-04,179.0746000,5.10000e-03,-5.10000e-03,0.6500,0.87,-0.87,3.7864,,,1427,,,3.20,2.20,-2.20,400.0,,,,,,24.20,,,5506.00,117.00,-117.00,4.590,0.300,-0.300,0.8000,0.4500,-0.4500,293.063350,39.403450,15.722
6383785,K00239.02,Kepler-501 c,CONFIRMED,CANDIDATE,,,,,,3.62271400,5.90000e-05,-5.90000e-05,133.0003000,5.30000e-03,-5.30000e-03,0.7500,0.11,-0.11,2.4363,,,145,,,1.41,0.70,-0.70,1263.0,,,,,,22.80,,,6215.00,116.00,-116.00,4.470,0.300,-0.300,1.0200,0.5000,-0.5000,297.201540,41.730209,14.762
6041734,K02167.01,Kepler-1129 b,CONFIRMED,NOT DISPOSITIONED,,,,,,24.34003000,1.50000e-04,-1.50000e-04,136.0519000,4.80000e-03,-4.80000e-03,0.8300,0.22,-0.22,3.5893,,,809,,,3.50,1.10,-1.10,667.0,,,,,,30.70,,,5994.00,200.00,-200.00,4.410,0.300,-0.300,1.0800,0.3000,-0.3000,291.604490,41.309361,15.280
6041734,K02167.02,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,6.95756000,5.90000e-04,-5.90000e-04,359.0160000,4.30000e-02,-4.30000e-02,0.9300,0.17,-0.17,1.5088,,,19,,,0.74,0.32,-0.32,1011.0,,,,,,8.10,,,5994.00,200.00,-200.00,4.410,0.300,-0.300,1.0800,0.3000,-0.3000,291.604490,41.309361,15.280
11308499,K02168.01,Kepler-366 b,CONFIRMED,NOT DISPOSITIONED,,,,,,3.28189500,5.00000e-05,-5.00000e-05,132.4265000,4.90000e-03,-4.90000e-03,0.4100,0.23,-0.23,3.0505,,,179,,,1.37,0.57,-0.57,1292.0,,,,,,27.20,,,6188.00,116.00,-116.00,4.470,0.300,-0.300,1.0100,0.4200,-0.4200,296.852050,49.084438,14.842
11308499,K02168.02,Kepler-366 c,CONFIRMED,NOT DISPOSITIONED,,,,,,12.51625000,2.30000e-04,-2.30000e-04,135.0254000,7.10000e-03,-7.10000e-03,0.4100,0.24,-0.24,4.7559,,,277,,,1.70,0.71,-0.71,830.0,,,,,,26.50,,,6188.00,116.00,-116.00,4.470,0.300,-0.300,1.0100,0.4200,-0.4200,296.852050,49.084438,14.842
