,id,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
622,2035,6342333,K02065.01,Kepler-1789 b,CONFIRMED,CANDIDATE,,,,,,80.23247,0.00044,-0.00044,162.3902,0.004,-0.004,0.93,0.24,-0.24,4.3022,,,1015,,,3.6,1.8,-1.8,393.0,,,,,,31.7,,,5656.0,87.0,-87.0,4.51,0.3,-0.3,0.88,0.45,-0.45,282.86319,41.79668,14.32
623,2052,8478994,K00245.01,Kepler-37 d,CONFIRMED,CANDIDATE,,,,,,39.792232,5.2e-05,-5.2e-05,175.24935,0.00044,-0.00044,0.732,0.1,-0.1,4.5717,,,609,,,1.94,0.08,-0.08,436.0,,,,,,344.0,,,5288.0,44.0,-44.0,4.59,0.1,-0.1,0.728,0.028,-0.028,284.05954,44.518215,9.705
624,2119,6046540,K00200.01,Kepler-74 b,CONFIRMED,CANDIDATE,,,,,,7.3407239,2.4e-06,-2.4e-06,134.34453,0.00012,-0.00012,0.531,0.1,-0.1,2.9711,,,8314,,,8.6,3.0,-3.0,922.0,,,,,,1056.9,,,5945.0,119.0,-119.0,4.52,0.3,-0.3,0.91,0.32,-0.32,293.09253,41.355518,14.412
625,2132,6305192,K00219.01,Kepler-494 b,CONFIRMED,CANDIDATE,,,,,,8.0251044,8e-06,-8e-06,132.46865,0.00037,-0.00037,0.7745,0.1,-0.1,5.7437,,,3125,,,5.0,4.9,-4.9,811.0,,,,,,583.7,,,5596.0,72.0,-72.0,4.57,0.3,-0.3,0.82,0.8,-0.8,297.21408,41.66404,14.153
626,2173,6849046,K00201.01,Kepler-491 b,CONFIRMED,CANDIDATE,,,,,,4.2253846,1.1e-06,-1.1e-06,137.559926,8.6e-05,-8.6e-05,0.01,0.68,-0.68,2.8116,,,7615,,,10.0,1.2,-1.2,1157.0,,,,,,1636.7,,,5541.0,53.0,-53.0,4.32,0.1,-0.1,1.17,0.14,-0.14,287.13058,42.350151,14.014
628,2223,11295426,K00246.01,Kepler-68 b,CONFIRMED,CANDIDATE,,,,,,5.3987665,7.1e-06,-7.1e-06,173.85714,0.00043,-0.00043,0.812,0.1,-0.1,3.5609,,,333,,,2.53,0.05,-0.05,1143.0,,,,,,304.5,,,5793.0,44.0,-44.0,4.281,0.01,-0.01,1.242,0.023,-0.023,291.03232,49.040272,9.997
629,2226,7877496,K00202.01,Kepler-412 b,CONFIRMED,CANDIDATE,,,,,,1.72086037,2.5e-07,-2.5e-07,133.020401,3.7e-05,-3.7e-05,0.753,0.1,-0.1,2.0479,,,9994,,,11.2,4.3,-4.3,1608.0,,,,,,2182.3,,,6119.0,111.0,-111.0,4.44,0.3,-0.3,1.03,0.4,-0.4,286.11032,43.680962,14.309
630,2236,10005758,K01783.02,Kepler-1662 c,CONFIRMED,CANDIDATE,,,,,,284.0423,0.002,-0.002,200.8513,0.0027,-0.0027,0.888,0.1,-0.1,7.8753,,,1763,,,5.2,1.9,-1.9,298.0,,,,,,73.6,,,6235.0,75.0,-75.0,4.46,0.3,-0.3,1.03,0.37,-0.37,289.34143,46.988239,13.929
631,2239,7132798,K00220.02,Kepler-119 c,CONFIRMED,CANDIDATE,,,,,,4.12502,6.6e-05,-6.6e-05,133.6477,0.0054,-0.0054,0.556,0.1,-0.1,3.0338,,,110,,,0.87,0.22,-0.22,1000.0,,,,,,24.0,,,5570.0,75.0,-75.0,4.58,0.3,-0.3,0.81,0.2,-0.2,295.94641,42.65892,14.236
632,2250,3937519,K00221.01,Kepler-495 b,CONFIRMED,CANDIDATE,,,,,,3.4130351,1.5e-06,-1.5e-06,132.44237,0.00018,-0.00018,0.474,0.1,-0.1,2.6424,,,3894,,,4.8,1.5,-1.5,1011.0,,,,,,530.3,,,5379.0,69.0,-69.0,4.61,0.3,-0.3,0.76,0.24,-0.24,285.93069,39.098141,14.622
634,2255,9008737,K02768.02,Kepler-404 c,CONFIRMED,CANDIDATE,,,,,,14.75122,0.00016,-0.00016,137.1579,0.0078,-0.0078,0.61,0.95,-0.95,2.2721,,,226,,,1.28,0.77,-0.77,660.0,,,,,,10.3,,,5612.0,110.0,-110.0,4.58,0.3,-0.3,0.82,0.32,-0.32,286.39862,45.343529,15.228
636,2266,3969687,K02904.01,Kepler-1382 b,CONFIRMED,CANDIDATE,,,,,,16.35834,0.00018,-0.00018,141.2567,0.007,-0.007,0.91,0.5,-0.5,9.5393,,,112,,,1.21,0.56,-0.56,715.0,,,,,,29.9,,,5983.0,82.0,-82.0,4.51,0.3,-0.3,0.93,0.4,-0.4,295.37738,39.048031,12.683
637,2268,6716545,K02906.01,Kepler-1383 b,CONFIRMED,CANDIDATE,,,,,,13.9095,0.00018,-0.00018,142.8688,0.0095,-0.0095,0.46,0.79,-0.79,6.781,,,103,,,1.36,0.65,-0.65,935.0,,,,,,18.7,,,6327.0,111.0,-111.0,4.25,0.3,-0.3,1.33,0.45,-0.45,297.94476,42.191879,13.716
638,2304,7769819,K02778.01,Kepler-1342 b,CONFIRMED,CANDIDATE,,,,,,2.21571,1.1e-05,-1.1e-05,131.8219,0.0037,-0.0037,0.61,0.92,-0.92,2.0028,,,345,,,1.89,0.92,-0.92,1255.0,,,,,,25.0,,,5214.0,200.0,-200.0,4.45,0.3,-0.3,0.98,0.3,-0.3,297.02008,43.432549,15.392
639,2305,11874577,K02779.01,Kepler-1875 b,CONFIRMED,CANDIDATE,,,,,,34.45781,0.0003,-0.0003,147.8435,0.0064,-0.0064,0.03,0.89,-0.89,7.5169,,,604,,,2.4,1.2,-1.2,596.0,,,,,,30.8,,,6206.0,97.0,-97.0,4.47,0.3,-0.3,1.02,0.34,-0.34,296.77283,50.188419,14.936
640,2306,12164564,K02780.01,Kepler-1343 b,CONFIRMED,CANDIDATE,,,,,,3.351824,1.6e-05,-1.6e-05,131.6475,0.0034,-0.0034,0.78,0.85,-0.85,2.0008,,,429,,,2.3,1.5,-1.5,1297.0,,,,,,22.7,,,6202.0,112.0,-112.0,4.47,0.3,-0.3,1.01,0.41,-0.41,294.29453,50.725368,15.526
642,2312,4483138,K02910.01,Kepler-1384 b,CONFIRMED,CANDIDATE,,,,,,15.36254,0.00014,-0.00014,145.5741,0.0066,-0.0066,0.89,0.65,-0.65,3.6416,,,552,,,2.8,1.1,-1.1,622.0,,,,,,22.6,,,4828.0,200.0,-200.0,4.4,0.3,-0.3,1.0,0.3,-0.3,296.21518,39.52705,15.384
643,2315,9693006,K02913.01,Kepler-1385 b,CONFIRMED,CANDIDATE,,,,,,2.888796,1.7e-05,-1.7e-05,132.3311,0.0034,-0.0034,0.36,0.84,-0.84,2.9253,,,43,,,0.56,0.32,-0.32,1185.0,,,,,,18.7,,,5739.0,62.0,-62.0,4.56,0.3,-0.3,0.85,0.38,-0.38,282.63138,46.48111,12.858
644,2341,3102384,K00273.01,Kepler-454 b,CONFIRMED,CANDIDATE,,,,,,10.573769,2.6e-05,-2.6e-05,175.06601,0.00085,-0.00085,0.03,0.8,-0.8,1.736,,,298,,,1.82,0.36,-0.36,844.0,,,,,,97.9,,,5783.0,50.0,-50.0,4.43,0.1,-0.1,1.072,0.068,-0.068,287.47852,38.22884,11.457
645,2349,10001368,K02785.01,Kepler-1344 b,CONFIRMED,CANDIDATE,,,,,,4.768313,2.6e-05,-2.6e-05,134.8608,0.0049,-0.0049,0.11,0.78,-0.78,3.2908,,,249,,,1.73,0.84,-0.84,1175.0,,,,,,32.9,,,5986.0,200.0,-200.0,4.38,0.3,-0.3,1.13,0.3,-0.3,287.0863,46.945808,14.083
646,2350,9466429,K02786.01,Kepler-1345 b,CONFIRMED,CANDIDATE,,,,,,44.61731,0.00041,-0.00041,164.4391,0.0066,-0.0066,0.88,0.54,-0.54,7.8882,,,271,,,2.9,1.4,-1.4,694.0,,,,,,31.3,,,6774.0,125.0,-125.0,4.23,0.3,-0.3,1.46,0.66,-0.66,292.47797,46.022831,13.791
647,2353,8885643,K02789.01,Kepler-1346 b,CONFIRMED,CANDIDATE,,,,,,3.401648,1.6e-05,-1.6e-05,132.0615,0.0032,-0.0032,0.9,0.55,-0.55,1.8665,,,177,,,1.7,1.1,-1.1,1295.0,,,,,,22.1,,,6215.0,96.0,-96.0,4.46,0.3,-0.3,1.03,0.53,-0.53,291.84131,45.17918,14.497
648,2354,5652893,K02790.01,Kepler-1347 b,CONFIRMED,CANDIDATE,,,,,,14.009463,8.5e-05,-8.5e-05,132.9717,0.0043,-0.0043,0.2,0.9,-0.9,3.4702,,,174,,,0.94,0.47,-0.47,600.0,,,,,,23.7,,,5188.0,62.0,-62.0,4.62,0.3,-0.3,0.73,0.25,-0.25,299.65961,40.843849,13.38
649,2355,11662184,K02791.01,Kepler-1348 b,CONFIRMED,CANDIDATE,,,,,,27.5724,0.00026,-0.00026,145.389,0.0067,-0.0067,0.1,0.82,-0.82,5.1717,,,312,,,1.63,0.75,-0.75,611.0,,,,,,21.3,,,6058.0,75.0,-75.0,4.5,0.3,-0.3,0.95,0.23,-0.23,292.08746,49.788761,14.718
652,2358,10332213,K02919.01,Kepler-1885 b,CONFIRMED,CANDIDATE,,,,,,2.5225852,8.5e-06,-8.5e-06,131.6449,0.0024,-0.0024,1.0,0.95,-0.95,0.9274,,,208,,,2.6,3.0,-3.0,1163.0,,,,,,19.7,,,5513.0,102.0,-102.0,4.58,0.3,-0.3,0.8,0.85,-0.85,288.75073,47.490921,14.816
653,2359,7090524,K02920.01,Kepler-1386 b,CONFIRMED,CANDIDATE,,,,,,6.739726,6.9e-05,-6.9e-05,132.2868,0.0073,-0.0073,0.26,0.79,-0.79,4.0772,,,163,,,1.12,0.62,-0.62,914.0,,,,,,16.4,,,5706.0,101.0,-101.0,4.5,0.3,-0.3,0.9,0.35,-0.35,280.82339,42.636051,14.455
654,2363,7609553,K02924.01,Kepler-1387 b,CONFIRMED,CANDIDATE,,,,,,2.279533,1.1e-05,-1.1e-05,133.3543,0.0033,-0.0033,0.76,0.82,-0.82,1.6267,,,129,,,0.9,0.91,-0.91,1078.0,,,,,,17.7,,,4977.0,75.0,-75.0,4.58,0.3,-0.3,0.72,0.66,-0.66,292.4404,43.209431,14.589
656,2366,10122538,K02926.02,Kepler-1388 c,CONFIRMED,CANDIDATE,,,,,,5.536068,5.3e-05,-5.3e-05,131.8873,0.0097,-0.0097,0.63,0.81,-0.81,2.0271,,,1344,,,2.3,1.6,-1.6,616.0,,,,,,20.2,,,3990.0,200.0,-200.0,4.59,0.3,-0.3,0.6,0.3,-0.3,283.33606,47.174541,16.279
659,2382,11253827,K02672.02,Kepler-396 b,CONFIRMED,CANDIDATE,,,,,,42.99066,0.00013,-0.00013,162.51176,0.00098,-0.00098,0.48,0.17,-0.17,4.7047,,,1134,,,3.5,1.4,-1.4,525.0,,,,,,170.4,,,5565.0,62.0,-62.0,4.33,0.3,-0.3,1.04,0.41,-0.41,296.13281,48.977402,11.921
662,2386,8077137,K00274.01,Kepler-128 b,CONFIRMED,CANDIDATE,,,,,,15.09205,0.00035,-0.00035,175.9276,0.0079,-0.0079,0.44,0.17,-0.17,4.1385,,,50,,,1.13,0.17,-0.17,940.0,,,,,,23.1,,,6090.0,100.0,-100.0,4.13,0.1,-0.1,1.55,0.22,-0.22,282.49222,43.980209,11.39
663,2387,8022489,K02674.03,Kepler-1311 c,CONFIRMED,CANDIDATE,,,,,,2.53574,1.4e-05,-1.4e-05,133.0135,0.0034,-0.0034,0.24,0.78,-0.78,3.9599,,,70,,,1.02,0.56,-0.56,1525.0,,,,,,27.2,,,5973.0,88.0,-88.0,4.26,0.3,-0.3,1.24,0.44,-0.44,289.65125,43.824421,13.349
665,2389,5794570,K02675.02,Kepler-1312 c,CONFIRMED,CANDIDATE,,,,,,1.1161319,2.8e-06,-2.8e-06,131.8456,0.0014,-0.0014,0.39,0.78,-0.78,1.3448,,,121,,,0.93,0.47,-0.47,1595.0,,,,,,25.2,,,5706.0,59.0,-59.0,4.56,0.3,-0.3,0.84,0.17,-0.17,292.97125,41.03577,12.43
666,2391,11127479,K02792.01,Kepler-1349 b,CONFIRMED,CANDIDATE,,,,,,2.1282478,9.2e-06,-9.2e-06,132.4693,0.0026,-0.0026,0.4,0.98,-0.98,3.3957,,,27,,,0.51,0.34,-0.34,1462.0,,,,,,27.2,,,5998.0,57.0,-57.0,4.44,0.3,-0.3,1.01,0.58,-0.58,286.33835,48.744099,11.126
668,2393,9823519,K02793.02,Kepler-1350 c,CONFIRMED,CANDIDATE,,,,,,1.7667914,6.6e-06,-6.6e-06,133.0819,0.0011,-0.0011,0.27,0.87,-0.87,1.3637,,,1145,,,2.1,1.4,-1.4,877.0,,,,,,26.6,,,3831.0,200.0,-200.0,4.55,0.3,-0.3,0.62,0.3,-0.3,288.25058,46.679611,16.283
669,2398,6697756,K02798.01,Kepler-1351 b,CONFIRMED,CANDIDATE,,,,,,0.916139,2e-06,-2e-06,132.0237,0.0011,-0.0011,0.31,0.8,-0.8,1.1039,,,107,,,0.59,0.27,-0.27,1174.0,,,,,,27.6,,,4410.0,61.0,-61.0,4.69,0.3,-0.3,0.583,0.012,-0.012,293.60873,42.197681,14.107
670,2402,10933561,K00291.02,Kepler-133 b,CONFIRMED,CANDIDATE,,,,,,8.129858,8.6e-05,-8.6e-05,134.1052,0.0037,-0.0037,0.952,0.1,-0.1,2.4153,,,152,,,2.14,0.29,-0.29,1011.0,,,,,,28.9,,,5600.0,50.0,-50.0,4.19,0.1,-0.1,1.34,0.18,-0.18,297.27798,48.320332,12.848
671,2406,8611257,K02931.01,Kepler-1389 b,CONFIRMED,CANDIDATE,,,,,,99.25095,0.00092,-0.00092,148.5426,0.0064,-0.0064,0.39,0.88,-0.88,5.7931,,,552,,,1.64,0.93,-0.93,302.0,,,,,,22.6,,,5083.0,85.0,-85.0,4.64,0.3,-0.3,0.7,0.28,-0.28,285.71741,44.758419,14.699
673,2423,8292840,K00260.03,Kepler-126 c,CONFIRMED,CANDIDATE,,,,,,21.86964,0.00011,-0.00011,140.2944,0.0026,-0.0026,0.8975,0.1,-0.1,5.7659,,,123,,,1.79,0.23,-0.23,765.0,,,,,,66.8,,,6164.0,55.0,-55.0,4.28,0.1,-0.1,1.26,0.16,-0.16,289.34732,44.208511,10.5
674,2426,6779260,K02678.01,Kepler-1313 b,CONFIRMED,CANDIDATE,,,,,,3.8330915,6.3e-06,-6.3e-06,131.6334,0.0012,-0.0012,0.92,0.48,-0.48,1.6072,,,462,,,4.3,0.89,-0.89,1392.0,,,,,,53.4,,,5371.0,62.0,-62.0,4.0,0.3,-0.3,1.59,0.14,-0.14,292.38855,42.233261,11.799
676,2430,6878240,K02681.02,Kepler-397 b,CONFIRMED,CANDIDATE,,,,,,22.25088,0.00016,-0.00016,149.4329,0.0051,-0.0051,0.93,0.76,-0.76,1.679,,,707,,,2.51,0.75,-0.75,527.0,,,,,,13.3,,,5299.0,94.0,-94.0,4.62,0.3,-0.3,0.74,0.11,-0.11,295.8941,42.380451,15.996
677,2436,5695396,K00283.02,Kepler-131 c,CONFIRMED,CANDIDATE,,,,,,25.51704,0.00032,-0.00032,154.4205,0.0063,-0.0063,0.27,0.42,-0.42,5.0204,,,68,,,0.84,0.09,-0.09,617.0,,,,,,25.7,,,5687.0,44.0,-44.0,4.42,0.1,-0.1,1.034,0.098,-0.098,288.53082,40.942299,11.525
678,2437,5905822,K02801.01,Kepler-1876 b,CONFIRMED,CANDIDATE,,,,,,6.992042,5.3e-05,-5.3e-05,138.0521,0.0053,-0.0053,0.95,0.56,-0.56,4.7926,,,33,,,1.56,0.63,-0.63,1395.0,,,,,,24.7,,,6095.0,64.0,-64.0,3.89,0.3,-0.3,2.07,0.5,-0.5,299.16049,41.14373,10.787
679,2438,5775129,K02802.01,Kepler-1691 b,CONFIRMED,CANDIDATE,,,,,,3.848208,1.8e-05,-1.8e-05,131.9203,0.003,-0.003,0.44,0.82,-0.82,2.0033,,,226,,,1.64,0.93,-0.93,1297.0,,,,,,19.3,,,6325.0,125.0,-125.0,4.43,0.3,-0.3,1.08,0.47,-0.47,286.25443,41.02187,14.919
680,2439,9898447,K02803.01,Kepler-1877 b,CONFIRMED,CANDIDATE,,,,,,2.3775217,1e-05,-1e-05,133.3975,0.0025,-0.0025,0.37,0.81,-0.81,2.2927,,,32,,,0.47,0.32,-0.32,1224.0,,,,,,20.0,,,5632.0,62.0,-62.0,4.57,0.3,-0.3,0.83,0.38,-0.38,294.86688,46.790562,12.258
681,2441,11135308,K02805.01,Kepler-1352 b,CONFIRMED,CANDIDATE,,,,,,1.877872,7.9e-06,-7.9e-06,132.264,0.0025,-0.0025,0.13,0.89,-0.89,2.3763,,,50,,,0.84,0.43,-0.43,1757.0,,,,,,22.4,,,6333.0,83.0,-83.0,4.32,0.3,-0.3,1.23,0.47,-0.47,290.69373,48.701481,13.295
682,2442,7047824,K02806.01,Kepler-1353 b,CONFIRMED,CANDIDATE,,,,,,24.7545,0.0002,-0.0002,140.2025,0.0057,-0.0057,0.92,0.39,-0.39,3.509,,,604,,,2.06,0.29,-0.29,449.0,,,,,,21.7,,,4769.0,75.0,-75.0,4.63,0.3,-0.3,0.664,0.019,-0.019,295.73535,42.576248,15.514
683,2446,10880507,K02936.01,Kepler-1390 b,CONFIRMED,CANDIDATE,,,,,,6.480178,6.1e-05,-6.1e-05,132.8607,0.0065,-0.0065,0.72,0.7,-0.7,3.2845,,,147,,,1.1,0.61,-0.61,891.0,,,,,,14.6,,,5697.0,73.0,-73.0,4.56,0.3,-0.3,0.84,0.3,-0.3,298.66235,48.24876,14.421
684,2448,11075737,K00292.01,Kepler-97 b,CONFIRMED,CANDIDATE,,,,,,2.5866272,9.4e-06,-9.4e-06,171.8425,0.00095,-0.00095,0.806,0.1,-0.1,2.3653,,,227,,,1.64,0.16,-0.16,1329.0,,,,,,92.4,,,5780.0,44.0,-44.0,4.43,0.1,-0.1,0.978,0.094,-0.094,287.32663,48.673431,12.872
685,2450,4991208,K02951.01,Kepler-1393 b,CONFIRMED,CANDIDATE,,,,,,2.443564,1.1e-05,-1.1e-05,132.808,0.0026,-0.0026,0.29,0.75,-0.75,1.4172,,,70,,,0.73,0.42,-0.42,1272.0,,,,,,14.4,,,5793.0,61.0,-61.0,4.55,0.3,-0.3,0.87,0.27,-0.27,284.45947,40.142559,13.348
686,2455,8801316,K02956.01,Kepler-1394 b,CONFIRMED,CANDIDATE,,,,,,3.937713,3.3e-05,-3.3e-05,135.2684,0.0051,-0.0051,0.21,0.85,-0.85,4.9576,,,26,,,0.77,0.51,-0.51,1585.0,,,,,,19.7,,,6717.0,75.0,-75.0,4.18,0.3,-0.3,1.55,0.7,-0.7,283.45319,45.084141,11.801
687,2466,5383248,K00261.01,Kepler-96 b,CONFIRMED,CANDIDATE,,,,,,16.238465,1.2e-05,-1.2e-05,171.01915,0.00035,-0.00035,0.49,0.14,-0.14,3.8551,,,652,,,2.65,0.25,-0.25,716.0,,,,,,249.8,,,5692.0,44.0,-44.0,4.42,0.1,-0.1,1.017,0.094,-0.094,297.06961,40.525131,10.297
688,2471,7826659,K02686.01,Kepler-1868 b,CONFIRMED,CANDIDATE,,,,,,211.03814,0.00073,-0.00073,279.1135,0.0023,-0.0023,0.92,0.13,-0.13,8.0126,,,1998,,,3.6,5.2,-5.2,216.0,,,,,,104.1,,,4722.0,72.0,-72.0,4.64,0.3,-0.3,0.65,0.93,-0.93,293.29837,43.55587,13.855
690,2473,7202957,K02687.02,Kepler-1869 b,CONFIRMED,CANDIDATE,,,,,,8.167335,1.9e-05,-1.9e-05,136.2034,0.0016,-0.0016,0.95,0.25,-0.25,3.4159,,,106,,,2.64,0.47,-0.47,1246.0,,,,,,65.5,,,5803.0,80.0,-80.0,3.91,0.3,-0.3,1.94,0.31,-0.31,292.61511,42.764252,10.158
691,2474,8892303,K02688.01,Kepler-1314 b,CONFIRMED,CANDIDATE,,,,,,5.4247468,6.5e-06,-6.5e-06,133.7288,0.001,-0.001,0.97,0.73,-0.73,1.629,,,7889,,,4.0,,,391.0,,,,,,95.0,,,3240.0,,,4.897,,,0.27,,,294.23764,45.197105,16.406
692,2476,5369827,K02690.01,Kepler-1870 b,CONFIRMED,CANDIDATE,,,,,,3.6069424,4.1e-06,-4.1e-06,134.77331,0.00073,-0.00073,0.93,0.46,-0.46,1.1924,,,431,,,2.8,1.1,-1.1,1211.0,,,,,,65.2,,,5601.0,76.0,-76.0,4.33,0.3,-0.3,1.06,0.35,-0.35,293.93347,40.59074,13.461
693,2477,10586004,K00275.01,Kepler-129 b,CONFIRMED,CANDIDATE,,,,,,15.79186,0.00014,-0.00014,176.8205,0.0028,-0.0028,0.0301,0.1,-0.1,7.1788,,,213,,,1.96,0.29,-0.29,827.0,,,,,,79.4,,,5795.0,50.0,-50.0,4.24,0.1,-0.1,1.36,0.2,-0.2,285.31125,47.848564,11.696
696,2486,2442448,K02812.01,Kepler-1354 b,CONFIRMED,CANDIDATE,,,,,,76.6147,0.0011,-0.0011,153.789,0.011,-0.011,0.88,0.48,-0.48,10.0246,,,448,,,2.7,1.4,-1.4,468.0,,,,,,25.3,,,6185.0,103.0,-103.0,4.42,0.3,-0.3,1.07,0.55,-0.55,291.24518,37.75906,14.357
697,2490,11283615,K02816.01,Kepler-1355 b,CONFIRMED,CANDIDATE,,,,,,1.2895886,4.3e-06,-4.3e-06,131.8908,0.0021,-0.0021,0.57,0.68,-0.68,1.3303,,,296,,,1.38,0.8,-0.8,1428.0,,,,,,21.4,,,5444.0,87.0,-87.0,4.6,0.3,-0.3,0.78,0.3,-0.3,283.74142,49.067982,15.471
698,2492,5980783,K02967.01,Kepler-1889 b,CONFIRMED,CANDIDATE,,,,,,37.30304,0.0005,-0.0005,133.315,0.01,-0.01,0.02,0.17,-0.17,7.4793,,,682,,,2.2,1.3,-1.3,480.0,,,,,,23.2,,,5427.0,200.0,-200.0,4.55,0.3,-0.3,0.88,0.3,-0.3,297.19928,41.226429,15.527
700,2496,5450893,K02970.01,Kepler-1890 b,CONFIRMED,CANDIDATE,,,,,,4.820551,4.2e-05,-4.2e-05,135.7827,0.0059,-0.0059,0.84,0.65,-0.65,3.5058,,,41,,,0.97,0.51,-0.51,1351.0,,,,,,17.2,,,6475.0,95.0,-95.0,4.27,0.3,-0.3,1.32,0.51,-0.51,292.57779,40.667858,12.861
701,2507,11807274,K00262.01,Kepler-50 b,CONFIRMED,CANDIDATE,,,,,,7.812512,5.2e-05,-5.2e-05,172.6319,0.0023,-0.0023,0.895,0.1,-0.1,4.2439,,,100,,,2.2,0.31,-0.31,1278.0,,,,,,55.0,,,6058.0,52.0,-52.0,3.98,0.1,-0.1,1.88,0.26,-0.26,288.10086,50.033718,10.421
703,2516,5185897,K02693.03,Kepler-398 d,CONFIRMED,CANDIDATE,,,,,,6.834378,1.6e-05,-1.6e-05,136.8622,0.0015,-0.0015,0.2,0.71,-0.71,2.1548,,,176,,,0.74,0.25,-0.25,606.0,,,,,,38.6,,,4476.0,60.0,-60.0,4.73,0.3,-0.3,0.575,0.013,-0.013,291.46866,40.343849,13.256
705,2518,9475552,K02694.02,Kepler-1315 c,CONFIRMED,CANDIDATE,,,,,,6.566075,1.9e-05,-1.9e-05,134.4935,0.0021,-0.0021,0.52,0.88,-0.88,1.8487,,,433,,,1.4,1.5,-1.5,681.0,,,,,,31.9,,,4703.0,71.0,-71.0,4.64,0.3,-0.3,0.65,0.69,-0.69,295.82144,46.053028,14.975
706,2524,5128673,K02698.01,Kepler-1316 b,CONFIRMED,CANDIDATE,,,,,,87.97294,0.00069,-0.00069,168.2925,0.0056,-0.0056,0.55,0.84,-0.84,14.7496,,,1043,,,2.9,1.4,-1.4,388.0,,,,,,67.7,,,5823.0,77.0,-77.0,4.54,0.3,-0.3,0.88,0.41,-0.41,298.83588,40.29314,14.0
707,2525,7605093,K02817.01,Kepler-1356 b,CONFIRMED,CANDIDATE,,,,,,0.6340034,1.7e-06,-1.7e-06,131.8937,0.0013,-0.0013,0.48,0.74,-0.74,0.9257,,,356,,,1.31,0.84,-0.84,1544.0,,,,,,22.8,,,5034.0,200.0,-200.0,4.72,0.3,-0.3,0.68,0.3,-0.3,290.99536,43.243938,15.76
709,2529,11963206,K02820.01,Kepler-1357 b,CONFIRMED,CANDIDATE,,,,,,3.009121,1.9e-05,-1.9e-05,131.6276,0.0041,-0.0041,0.13,0.8,-0.8,2.4583,,,207,,,1.26,0.59,-0.59,1219.0,,,,,,17.7,,,5900.0,88.0,-88.0,4.53,0.3,-0.3,0.9,0.24,-0.24,291.5481,50.35331,15.273
710,2531,8263545,K02822.01,Kepler-1878 b,CONFIRMED,CANDIDATE,,,,,,4.445911,3.1e-05,-3.1e-05,131.7415,0.0053,-0.0053,0.6,0.85,-0.85,2.4009,,,449,,,1.7,1.1,-1.1,949.0,,,,,,20.4,,,5673.0,200.0,-200.0,4.68,0.3,-0.3,0.76,0.3,-0.3,300.73239,44.107059,15.391
711,2537,4385148,K02942.02,Kepler-1886 b,CONFIRMED,CANDIDATE,,,,,,24.27684,0.00073,-0.00073,152.408,0.015,-0.015,0.28,0.84,-0.84,4.9533,,,493,,,1.5,0.69,-0.69,496.0,,,,,,16.4,,,5514.0,200.0,-200.0,4.76,0.3,-0.3,0.68,0.3,-0.3,296.26456,39.40596,15.48
712,2538,9838468,K02943.01,Kepler-1391 b,CONFIRMED,CANDIDATE,,,,,,54.40972,0.00076,-0.00076,175.3981,0.0095,-0.0095,0.83,0.94,-0.94,9.576,,,213,,,1.48,0.71,-0.71,463.0,,,,,,23.8,,,5885.0,74.0,-74.0,4.53,0.3,-0.3,0.9,0.28,-0.28,294.83102,46.659592,13.852
713,2540,8617363,K02945.01,Kepler-1887 b,CONFIRMED,CANDIDATE,,,,,,19.94738,0.00011,-0.00011,144.2499,0.004,-0.004,0.02,0.15,-0.15,1.7659,,,923,,,2.5,1.3,-1.3,620.0,,,,,,16.4,,,5736.0,92.0,-92.0,4.56,0.3,-0.3,0.85,0.18,-0.18,288.95551,44.7057,15.999
714,2541,9642292,K02946.01,Kepler-1392 b,CONFIRMED,CANDIDATE,,,,,,15.14112,0.00015,-0.00015,143.7353,0.0077,-0.0077,0.73,0.85,-0.85,4.3595,,,551,,,2.2,1.2,-1.2,664.0,,,,,,21.6,,,5665.0,200.0,-200.0,4.59,0.3,-0.3,0.85,0.3,-0.3,288.76697,46.394421,15.679
715,2543,6356692,K02948.01,Kepler-1888 b,CONFIRMED,CANDIDATE,,,,,,11.39153,0.00013,-0.00013,141.5678,0.0082,-0.0082,0.91,0.95,-0.95,4.9825,,,46,,,1.31,0.5,-0.5,990.0,,,,,,16.4,,,5582.0,90.0,-90.0,4.02,0.3,-0.3,1.58,0.36,-0.36,289.39474,41.782349,11.926
